时间,力值 1#,力值 2#,力值 3#,合力
'2025-08-11 20:10:39.686,0.08,0.04,-1.95,1.952050204
'2025-08-11 20:10:39.693,0.08,0.04,-1.94,1.942060761
'2025-08-11 20:10:39.700,0.08,0.05,-1.95,1.952280718
'2025-08-11 20:10:39.706,0.09,0.05,-1.95,1.952716057
'2025-08-11 20:10:39.713,0.09,0.05,-1.95,1.952716057
'2025-08-11 20:10:39.719,0.09,0.05,-1.95,1.952716057
'2025-08-11 20:10:39.726,0.09,0.06,-1.95,1.952997696
'2025-08-11 20:10:39.733,0.1,0.07,-1.95,1.953816777
'2025-08-11 20:10:39.739,0.1,0.08,-1.95,1.954200604
'2025-08-11 20:10:39.746,0.1,0.08,-1.95,1.954200604
'2025-08-11 20:10:39.752,0.11,0.09,-1.96,1.965146305
'2025-08-11 20:10:39.758,0.11,0.1,-1.96,1.96562967
'2025-08-11 20:10:39.765,0.12,0.1,-1.97,1.97618319
'2025-08-11 20:10:39.771,0.12,0.11,-1.97,1.976714446
'2025-08-11 20:10:39.778,0.12,0.11,-1.96,1.966748586
'2025-08-11 20:10:39.784,0.13,0.12,-1.96,1.967968496
'2025-08-11 20:10:39.791,0.13,0.13,-1.96,1.968603566
'2025-08-11 20:10:39.797,0.13,0.13,-1.95,1.958647493
'2025-08-11 20:10:39.804,0.14,0.14,-1.95,1.96002551
'2025-08-11 20:10:39.810,0.14,0.14,-1.95,1.96002551
'2025-08-11 20:10:39.817,0.14,0.15,-1.95,1.960765157
'2025-08-11 20:10:39.823,0.14,0.15,-1.95,1.960765157
'2025-08-11 20:10:39.830,0.14,0.15,-1.95,1.960765157
'2025-08-11 20:10:39.836,0.15,0.16,-1.95,1.962294575
'2025-08-11 20:10:39.843,0.15,0.16,-1.95,1.962294575
'2025-08-11 20:10:39.849,0.15,0.17,-1.95,1.963135248
'2025-08-11 20:10:39.856,0.15,0.17,-1.95,1.963135248
'2025-08-11 20:10:39.863,0.15,0.18,-1.95,1.964026476
'2025-08-11 20:10:39.869,0.15,0.18,-1.95,1.964026476
'2025-08-11 20:10:39.875,0.16,0.19,-1.95,1.965756852
'2025-08-11 20:10:39.881,0.16,0.19,-1.95,1.965756852
'2025-08-11 20:10:39.888,0.16,0.2,-1.95,1.966748586
'2025-08-11 20:10:39.894,0.17,0.21,-1.95,1.968628965
'2025-08-11 20:10:39.901,0.17,0.21,-1.95,1.968628965
'2025-08-11 20:10:39.907,0.17,0.21,-1.95,1.968628965
'2025-08-11 20:10:39.914,0.17,0.22,-1.94,1.95982142
'2025-08-11 20:10:39.920,0.18,0.22,-1.94,1.960714156
'2025-08-11 20:10:39.927,0.18,0.22,-1.94,1.960714156
'2025-08-11 20:10:39.933,0.18,0.23,-1.94,1.961861361
'2025-08-11 20:10:39.939,0.18,0.23,-1.94,1.961861361
'2025-08-11 20:10:39.946,0.18,0.23,-1.94,1.961861361
'2025-08-11 20:10:39.952,0.18,0.23,-1.93,1.95197336
'2025-08-11 20:10:39.959,0.19,0.23,-1.93,1.952920889
'2025-08-11 20:10:39.966,0.19,0.23,-1.93,1.952920889
'2025-08-11 20:10:39.972,0.19,0.23,-1.93,1.952920889
'2025-08-11 20:10:39.978,0.19,0.23,-1.94,1.962804117
'2025-08-11 20:10:39.985,0.19,0.23,-1.94,1.962804117
'2025-08-11 20:10:39.991,0.19,0.23,-1.95,1.972688521
'2025-08-11 20:10:39.998,0.19,0.23,-1.95,1.972688521
'2025-08-11 20:10:40.004,0.19,0.23,-1.95,1.972688521
'2025-08-11 20:10:40.010,0.19,0.23,-1.95,1.972688521
'2025-08-11 20:10:40.017,0.2,0.23,-1.95,1.973676772
'2025-08-11 20:10:40.024,0.2,0.23,-1.95,1.973676772
'2025-08-11 20:10:40.030,0.2,0.23,-1.95,1.973676772
'2025-08-11 20:10:40.036,0.2,0.23,-1.95,1.973676772
'2025-08-11 20:10:40.042,0.2,0.23,-1.95,1.973676772
'2025-08-11 20:10:40.049,0.2,0.22,-1.95,1.972536438
'2025-08-11 20:10:40.054,0.2,0.22,-1.95,1.972536438
'2025-08-11 20:10:40.061,0.2,0.22,-1.95,1.972536438
'2025-08-11 20:10:40.067,0.2,0.22,-1.95,1.972536438
'2025-08-11 20:10:40.074,0.2,0.22,-1.94,1.962651268
'2025-08-11 20:10:40.080,0.2,0.21,-1.94,1.961555505
'2025-08-11 20:10:40.087,0.2,0.21,-1.94,1.961555505
'2025-08-11 20:10:40.093,0.2,0.21,-1.94,1.961555505
'2025-08-11 20:10:40.100,0.2,0.2,-1.94,1.960510138
'2025-08-11 20:10:40.107,0.2,0.2,-1.96,1.980303007
'2025-08-11 20:10:40.113,0.2,0.2,-1.97,1.990200995
'2025-08-11 20:10:40.120,0.2,0.19,-1.98,1.999124809
'2025-08-11 20:10:40.126,0.2,0.18,-1.98,1.998199189
'2025-08-11 20:10:40.133,0.2,0.18,-1.98,1.998199189
'2025-08-11 20:10:40.139,0.2,0.17,-1.98,1.997323209
'2025-08-11 20:10:40.146,0.2,0.17,-1.98,1.997323209
'2025-08-11 20:10:40.153,0.2,0.16,-1.98,1.996496932
'2025-08-11 20:10:40.159,0.19,0.15,-1.98,1.994743091
'2025-08-11 20:10:40.166,0.19,0.15,-1.98,1.994743091
'2025-08-11 20:10:40.172,0.18,0.14,-1.98,1.993088056
'2025-08-11 20:10:40.178,0.18,0.13,-1.98,1.9924106
'2025-08-11 20:10:40.185,0.17,0.13,-1.98,1.991532074
'2025-08-11 20:10:40.191,0.17,0.12,-1.98,1.990904317
'2025-08-11 20:10:40.198,0.16,0.12,-1.98,1.990075375
'2025-08-11 20:10:40.204,0.15,0.1,-1.98,1.988190132
'2025-08-11 20:10:40.211,0.15,0.1,-1.99,1.998149144
'2025-08-11 20:10:40.219,0.14,0.09,-1.99,1.996947671
'2025-08-11 20:10:40.226,0.13,0.08,-1.98,1.985875122
'2025-08-11 20:10:40.233,0.13,0.07,-1.98,1.985497419
'2025-08-11 20:10:40.239,0.12,0.06,-1.99,1.994517486
'2025-08-11 20:10:40.246,0.12,0.05,-1.99,1.994241711
'2025-08-11 20:10:40.252,0.11,0.05,-1.99,1.993664967
'2025-08-11 20:10:40.259,0.11,0.04,-1.99,1.993439239
'2025-08-11 20:10:40.265,0.1,0.03,-1.99,1.992736812
'2025-08-11 20:10:40.272,0.1,0.03,-1.99,1.992736812
'2025-08-11 20:10:40.278,0.09,0.02,-1.99,1.992134534
'2025-08-11 20:10:40.284,0.09,0,-1.99,1.992034136
'2025-08-11 20:10:40.291,0.08,0,-2,2.001599361
'2025-08-11 20:10:40.297,0.08,-0.01,-2,2.00162434
'2025-08-11 20:10:40.303,0.07,-0.01,-2,2.00124961
'2025-08-11 20:10:40.310,0.06,-0.02,-1.99,1.991004771
'2025-08-11 20:10:40.317,0.06,-0.03,-1.99,1.991130332
'2025-08-11 20:10:40.323,0.05,-0.04,-1.99,1.991029884
'2025-08-11 20:10:40.329,0.04,-0.04,-1.99,1.990803858
'2025-08-11 20:10:40.335,0.03,-0.05,-1.99,1.990854088
'2025-08-11 20:10:40.342,0.03,-0.06,-2,2.001124684
'2025-08-11 20:10:40.348,0.02,-0.06,-2,2.00099975
'2025-08-11 20:10:40.355,0.01,-0.07,-2,2.00124961
'2025-08-11 20:10:40.361,0.01,-0.08,-1.99,1.991632496
'2025-08-11 20:10:40.367,0,-0.08,-1.99,1.991607391
'2025-08-11 20:10:40.375,0,-0.09,-1.99,1.992034136
'2025-08-11 20:10:40.381,-0.01,-0.09,-1.99,1.992059236
'2025-08-11 20:10:40.387,-0.01,-0.1,-1.99,1.992536072
'2025-08-11 20:10:40.394,-0.02,-0.11,-1.99,1.993138229
'2025-08-11 20:10:40.400,-0.02,-0.11,-1.99,1.993138229
'2025-08-11 20:10:40.407,-0.03,-0.12,-1.99,1.993840515
'2025-08-11 20:10:40.413,-0.03,-0.13,-1.98,1.984489859
'2025-08-11 20:10:40.420,-0.03,-0.13,-1.98,1.984489859
'2025-08-11 20:10:40.426,-0.04,-0.14,-1.98,1.985346317
'2025-08-11 20:10:40.432,-0.04,-0.14,-1.97,1.975373382
'2025-08-11 20:10:40.439,-0.05,-0.15,-1.97,1.976334992
'2025-08-11 20:10:40.445,-0.05,-0.15,-1.96,1.966367209
'2025-08-11 20:10:40.452,-0.06,-0.15,-1.96,1.966646893
'2025-08-11 20:10:40.459,-0.06,-0.15,-1.97,1.976613265
'2025-08-11 20:10:40.466,-0.06,-0.16,-1.97,1.977397279
'2025-08-11 20:10:40.471,-0.06,-0.16,-1.98,1.987360058
'2025-08-11 20:10:40.478,-0.07,-0.16,-1.98,1.987687098
'2025-08-11 20:10:40.489,-0.08,-0.17,-1.98,1.988894165
'2025-08-11 20:10:40.499,-0.08,-0.17,-1.98,1.988894165
'2025-08-11 20:10:40.506,-0.09,-0.17,-1.98,1.989321492
'2025-08-11 20:10:40.514,-0.09,-0.18,-1.98,1.990200995
'2025-08-11 20:10:40.521,-0.1,-0.18,-1.98,1.990678276
'2025-08-11 20:10:40.531,-0.1,-0.18,-1.97,1.980732188
'2025-08-11 20:10:40.537,-0.1,-0.18,-1.96,1.970786645
'2025-08-11 20:10:40.544,-0.1,-0.18,-1.96,1.970786645
'2025-08-11 20:10:40.550,-0.1,-0.18,-1.96,1.970786645
'2025-08-11 20:10:40.557,-0.1,-0.18,-1.96,1.970786645
'2025-08-11 20:10:40.563,-0.1,-0.18,-1.96,1.970786645
'2025-08-11 20:10:40.569,-0.1,-0.18,-1.96,1.970786645
'2025-08-11 20:10:40.575,-0.11,-0.18,-1.96,1.971319355
'2025-08-11 20:10:40.582,-0.11,-0.18,-1.96,1.971319355
'2025-08-11 20:10:40.591,-0.11,-0.18,-1.96,1.971319355
'2025-08-11 20:10:40.597,-0.11,-0.17,-1.96,1.970431425
'2025-08-11 20:10:40.603,-0.11,-0.17,-1.96,1.970431425
'2025-08-11 20:10:40.610,-0.11,-0.17,-1.96,1.970431425
'2025-08-11 20:10:40.620,-0.11,-0.17,-1.96,1.970431425
'2025-08-11 20:10:40.627,-0.12,-0.17,-1.96,1.971014967
'2025-08-11 20:10:40.633,-0.12,-0.17,-1.97,1.980959364
'2025-08-11 20:10:40.640,-0.12,-0.16,-1.97,1.980126259
'2025-08-11 20:10:40.647,-0.12,-0.16,-1.97,1.980126259
'2025-08-11 20:10:40.653,-0.12,-0.16,-1.97,1.980126259
'2025-08-11 20:10:40.659,-0.12,-0.16,-1.97,1.980126259
'2025-08-11 20:10:40.666,-0.12,-0.15,-1.97,1.979343325
'2025-08-11 20:10:40.672,-0.11,-0.15,-1.97,1.978762239
'2025-08-11 20:10:40.682,-0.11,-0.15,-1.97,1.978762239
'2025-08-11 20:10:40.688,-0.11,-0.14,-1.97,1.978029322
'2025-08-11 20:10:40.695,-0.11,-0.14,-1.97,1.978029322
'2025-08-11 20:10:40.701,-0.1,-0.13,-1.97,1.976815621
'2025-08-11 20:10:40.708,-0.1,-0.13,-1.97,1.976815621
'2025-08-11 20:10:40.714,-0.1,-0.13,-1.97,1.976815621
'2025-08-11 20:10:40.721,-0.1,-0.12,-1.97,1.97618319
'2025-08-11 20:10:40.727,-0.1,-0.12,-1.97,1.97618319
'2025-08-11 20:10:40.733,-0.1,-0.12,-1.97,1.97618319
'2025-08-11 20:10:40.740,-0.09,-0.12,-1.97,1.975702407
'2025-08-11 20:10:40.746,-0.09,-0.11,-1.96,1.965146305
'2025-08-11 20:10:40.753,-0.09,-0.11,-1.96,1.965146305
'2025-08-11 20:10:40.759,-0.09,-0.1,-1.95,1.954635516
'2025-08-11 20:10:40.766,-0.09,-0.1,-1.95,1.954635516
'2025-08-11 20:10:40.772,-0.09,-0.1,-1.95,1.954635516
'2025-08-11 20:10:40.778,-0.09,-0.09,-1.95,1.954149431
'2025-08-11 20:10:40.784,-0.08,-0.09,-1.95,1.953714411
'2025-08-11 20:10:40.792,-0.08,-0.09,-1.95,1.953714411
'2025-08-11 20:10:40.798,-0.08,-0.08,-1.95,1.953279294
'2025-08-11 20:10:40.805,-0.08,-0.08,-1.95,1.953279294
'2025-08-11 20:10:40.811,-0.07,-0.07,-1.95,1.952511204
'2025-08-11 20:10:40.818,-0.07,-0.07,-1.95,1.952511204
'2025-08-11 20:10:40.824,-0.06,-0.06,-1.95,1.951845281
'2025-08-11 20:10:40.830,-0.06,-0.06,-1.95,1.951845281
'2025-08-11 20:10:40.837,-0.06,-0.06,-1.95,1.951845281
'2025-08-11 20:10:40.843,-0.05,-0.05,-1.95,1.95128163
'2025-08-11 20:10:40.850,-0.05,-0.05,-1.95,1.95128163
'2025-08-11 20:10:40.856,-0.05,-0.05,-1.95,1.95128163
'2025-08-11 20:10:40.863,-0.04,-0.04,-1.96,1.960816157
'2025-08-11 20:10:40.870,-0.03,-0.04,-1.96,1.960637651
'2025-08-11 20:10:40.877,-0.03,-0.03,-1.96,1.96045913
'2025-08-11 20:10:40.883,-0.02,-0.03,-1.96,1.960331605
'2025-08-11 20:10:40.890,-0.02,-0.03,-1.96,1.960331605
'2025-08-11 20:10:40.898,-0.01,-0.02,-1.96,1.960127547
'2025-08-11 20:10:40.904,-0.01,-0.02,-1.96,1.960127547
'2025-08-11 20:10:40.911,-0.01,-0.01,-1.96,1.96005102
'2025-08-11 20:10:40.918,-0.01,-0.01,-1.97,1.970050761
'2025-08-11 20:10:40.924,0,-0.01,-1.97,1.970025381
'2025-08-11 20:10:40.931,0,0,-1.97,1.97
'2025-08-11 20:10:40.937,0.01,0,-1.97,1.970025381
'2025-08-11 20:10:40.944,0.01,0,-1.97,1.970025381
'2025-08-11 20:10:40.951,0.02,0.01,-1.97,1.970126899
'2025-08-11 20:10:40.957,0.02,0.01,-1.97,1.970126899
'2025-08-11 20:10:40.964,0.02,0.01,-1.97,1.970126899
'2025-08-11 20:10:40.970,0.03,0.02,-1.97,1.970329922
'2025-08-11 20:10:40.976,0.03,0.02,-1.97,1.970329922
'2025-08-11 20:10:40.983,0.04,0.02,-1.97,1.970507549
'2025-08-11 20:10:40.990,0.04,0.03,-1.97,1.970634416
'2025-08-11 20:10:40.997,0.05,0.03,-1.97,1.970862755
'2025-08-11 20:10:41.004,0.06,0.03,-1.97,1.971141801
'2025-08-11 20:10:41.009,0.06,0.04,-1.97,1.971319355
'2025-08-11 20:10:41.015,0.07,0.04,-1.96,1.961657462
'2025-08-11 20:10:41.022,0.07,0.04,-1.95,1.951665955
'2025-08-11 20:10:41.028,0.08,0.04,-1.95,1.952050204
'2025-08-11 20:10:41.035,0.09,0.05,-1.94,1.942730038
'2025-08-11 20:10:41.042,0.1,0.05,-1.94,1.943218979
'2025-08-11 20:10:41.048,0.1,0.05,-1.94,1.943218979
'2025-08-11 20:10:41.055,0.11,0.05,-1.94,1.943759244
'2025-08-11 20:10:41.061,0.11,0.05,-1.94,1.943759244
'2025-08-11 20:10:41.068,0.12,0.05,-1.95,1.954328529
'2025-08-11 20:10:41.074,0.12,0.06,-1.95,1.954609936
'2025-08-11 20:10:41.080,0.13,0.06,-1.97,1.975196193
'2025-08-11 20:10:41.087,0.14,0.06,-1.99,1.995820633
'2025-08-11 20:10:41.094,0.15,0.07,-2.13,2.136422243
'2025-08-11 20:10:41.100,0.15,0.07,-2.18,2.186275371
'2025-08-11 20:10:41.107,0.16,0.07,-2.24,2.246797721
'2025-08-11 20:10:41.113,0.17,0.07,-2.27,2.277432765
'2025-08-11 20:10:41.120,0.17,0.07,-2.31,2.317304469
'2025-08-11 20:10:41.126,0.18,0.08,-2.33,2.338311357
'2025-08-11 20:10:41.133,0.19,0.08,-2.36,2.368987125
'2025-08-11 20:10:41.139,0.2,0.08,-2.38,2.389728018
'2025-08-11 20:10:41.146,0.21,0.08,-2.41,2.420454503
'2025-08-11 20:10:41.152,0.21,0.08,-2.41,2.420454503
'2025-08-11 20:10:41.159,0.22,0.08,-2.41,2.421342603
'2025-08-11 20:10:41.166,0.23,0.08,-2.41,2.422271661
'2025-08-11 20:10:41.172,0.23,0.08,-2.41,2.422271661
'2025-08-11 20:10:41.178,0.24,0.08,-2.41,2.423241631
'2025-08-11 20:10:41.184,0.25,0.08,-2.41,2.424252462
'2025-08-11 20:10:41.191,0.25,0.08,-2.41,2.424252462
'2025-08-11 20:10:41.199,0.25,0.08,-2.42,2.434193912
'2025-08-11 20:10:41.206,0.25,0.08,-2.42,2.434193912
'2025-08-11 20:10:41.212,0.26,0.08,-2.42,2.435241261
'2025-08-11 20:10:41.219,0.26,0.08,-2.42,2.435241261
'2025-08-11 20:10:41.225,0.26,0.08,-2.42,2.435241261
'2025-08-11 20:10:41.232,0.26,0.08,-2.43,2.44517893
'2025-08-11 20:10:41.240,0.26,0.08,-2.43,2.44517893
'2025-08-11 20:10:41.247,0.25,0.08,-2.43,2.444135839
'2025-08-11 20:10:41.253,0.25,0.08,-2.43,2.444135839
'2025-08-11 20:10:41.260,0.25,0.08,-2.43,2.444135839
'2025-08-11 20:10:41.266,0.25,0.08,-2.43,2.444135839
'2025-08-11 20:10:41.272,0.25,0.08,-2.43,2.444135839
'2025-08-11 20:10:41.279,0.25,0.08,-2.44,2.454078238
'2025-08-11 20:10:41.286,0.25,0.08,-2.44,2.454078238
'2025-08-11 20:10:41.292,0.25,0.08,-2.44,2.454078238
'2025-08-11 20:10:41.298,0.25,0.08,-2.43,2.444135839
'2025-08-11 20:10:41.305,0.25,0.08,-2.42,2.434193912
'2025-08-11 20:10:41.311,0.25,0.08,-2.42,2.434193912
'2025-08-11 20:10:41.318,0.25,0.07,-2.42,2.433885782
'2025-08-11 20:10:41.325,0.25,0.07,-2.42,2.433885782
'2025-08-11 20:10:41.331,0.24,0.07,-2.42,2.432878953
'2025-08-11 20:10:41.337,0.24,0.06,-2.42,2.432611765
'2025-08-11 20:10:41.344,0.23,0.06,-2.42,2.431645533
'2025-08-11 20:10:41.351,0.22,0.06,-2.42,2.430720058
'2025-08-11 20:10:41.357,0.22,0.06,-2.42,2.430720058
'2025-08-11 20:10:41.364,0.21,0.06,-2.43,2.439795073
'2025-08-11 20:10:41.370,0.2,0.06,-2.44,2.448918128
'2025-08-11 20:10:41.377,0.19,0.05,-2.44,2.447897057
'2025-08-11 20:10:41.383,0.19,0.05,-2.44,2.447897057
'2025-08-11 20:10:41.389,0.18,0.05,-2.43,2.437170491
'2025-08-11 20:10:41.396,0.17,0.05,-2.43,2.436452339
'2025-08-11 20:10:41.405,0.17,0.05,-2.43,2.436452339
'2025-08-11 20:10:41.413,0.16,0.05,-2.43,2.435775031
'2025-08-11 20:10:41.422,0.16,0.05,-2.43,2.435775031
'2025-08-11 20:10:41.429,0.15,0.05,-2.43,2.4351386
'2025-08-11 20:10:41.436,0.14,0.05,-2.42,2.424561816
'2025-08-11 20:10:41.442,0.14,0.04,-2.42,2.424376208
'2025-08-11 20:10:41.449,0.13,0.04,-2.42,2.4238193
'2025-08-11 20:10:41.455,0.12,0.03,-2.42,2.423159095
'2025-08-11 20:10:41.462,0.12,0.03,-2.42,2.423159095
'2025-08-11 20:10:41.469,0.11,0.02,-2.41,2.412591967
'2025-08-11 20:10:41.475,0.1,0.02,-2.41,2.412156711
'2025-08-11 20:10:41.481,0.09,0.02,-2.41,2.411762841
'2025-08-11 20:10:41.487,0.08,0.01,-2.41,2.411348171
'2025-08-11 20:10:41.494,0.08,0.01,-2.42,2.421342603
'2025-08-11 20:10:41.501,0.07,0.01,-2.43,2.431028589
'2025-08-11 20:10:41.507,0.05,0.01,-2.43,2.430534921
'2025-08-11 20:10:41.515,0.05,0,-2.43,2.430514349
'2025-08-11 20:10:41.521,0.04,0,-2.43,2.430329196
'2025-08-11 20:10:41.528,0.03,0,-2.44,2.440184419
'2025-08-11 20:10:41.534,0.02,0,-2.44,2.440081966
'2025-08-11 20:10:41.541,0.02,-0.01,-2.45,2.450102039
'2025-08-11 20:10:41.547,0.01,-0.01,-2.46,2.46004065
'2025-08-11 20:10:41.553,0.01,-0.02,-2.46,2.460101624
'2025-08-11 20:10:41.560,0,-0.02,-2.46,2.460081299
'2025-08-11 20:10:41.566,-0.01,-0.03,-2.45,2.450204073
'2025-08-11 20:10:41.572,-0.01,-0.03,-2.45,2.450204073
'2025-08-11 20:10:41.578,-0.02,-0.03,-2.45,2.450265292
'2025-08-11 20:10:41.584,-0.02,-0.03,-2.45,2.450265292
'2025-08-11 20:10:41.591,-0.03,-0.04,-2.45,2.450510151
'2025-08-11 20:10:41.597,-0.04,-0.04,-2.44,2.44065565
'2025-08-11 20:10:41.604,-0.04,-0.04,-2.43,2.430658347
'2025-08-11 20:10:41.611,-0.06,-0.04,-2.43,2.431069723
'2025-08-11 20:10:41.618,-0.06,-0.05,-2.43,2.43125482
'2025-08-11 20:10:41.624,-0.06,-0.05,-2.43,2.43125482
'2025-08-11 20:10:41.630,-0.07,-0.05,-2.44,2.441515923
'2025-08-11 20:10:41.637,-0.09,-0.05,-2.44,2.442171165
'2025-08-11 20:10:41.643,-0.09,-0.06,-2.44,2.442396364
'2025-08-11 20:10:41.651,-0.1,-0.06,-2.44,2.442785296
'2025-08-11 20:10:41.658,-0.11,-0.07,-2.44,2.443481123
'2025-08-11 20:10:41.666,-0.12,-0.07,-2.44,2.443951718
'2025-08-11 20:10:41.672,-0.12,-0.07,-2.44,2.443951718
'2025-08-11 20:10:41.679,-0.13,-0.07,-2.44,2.444463131
'2025-08-11 20:10:41.686,-0.13,-0.08,-2.44,2.444769928
'2025-08-11 20:10:41.692,-0.14,-0.08,-2.44,2.445322065
'2025-08-11 20:10:41.699,-0.14,-0.08,-2.44,2.445322065
'2025-08-11 20:10:41.706,-0.15,-0.08,-2.43,2.435939244
'2025-08-11 20:10:41.712,-0.15,-0.08,-2.43,2.435939244
'2025-08-11 20:10:41.719,-0.16,-0.08,-2.42,2.426602563
'2025-08-11 20:10:41.725,-0.16,-0.08,-2.42,2.426602563
'2025-08-11 20:10:41.732,-0.17,-0.08,-2.4,2.407342934
'2025-08-11 20:10:41.738,-0.17,-0.08,-2.39,2.397373563
'2025-08-11 20:10:41.745,-0.19,-0.08,-2.39,2.398874736
'2025-08-11 20:10:41.751,-0.19,-0.08,-2.4,2.408837894
'2025-08-11 20:10:41.758,-0.2,-0.08,-2.4,2.409647277
'2025-08-11 20:10:41.765,-0.2,-0.08,-2.4,2.409647277
'2025-08-11 20:10:41.771,-0.22,-0.08,-2.4,2.411389641
'2025-08-11 20:10:41.777,-0.22,-0.08,-2.4,2.411389641
'2025-08-11 20:10:41.784,-0.22,-0.08,-2.4,2.411389641
'2025-08-11 20:10:41.790,-0.23,-0.08,-2.4,2.412322532
'2025-08-11 20:10:41.796,-0.23,-0.08,-2.4,2.412322532
'2025-08-11 20:10:41.803,-0.23,-0.08,-2.4,2.412322532
'2025-08-11 20:10:41.809,-0.23,-0.09,-2.4,2.412674864
'2025-08-11 20:10:41.816,-0.23,-0.09,-2.39,2.402727617
'2025-08-11 20:10:41.822,-0.23,-0.09,-2.38,2.392780809
'2025-08-11 20:10:41.828,-0.23,-0.09,-2.38,2.392780809
'2025-08-11 20:10:41.835,-0.23,-0.09,-2.38,2.392780809
'2025-08-11 20:10:41.842,-0.23,-0.09,-2.37,2.382834447
'2025-08-11 20:10:41.848,-0.23,-0.09,-2.37,2.382834447
'2025-08-11 20:10:41.855,-0.22,-0.09,-2.37,2.381890006
'2025-08-11 20:10:41.861,-0.22,-0.09,-2.36,2.371940134
'2025-08-11 20:10:41.868,-0.22,-0.09,-2.36,2.371940134
'2025-08-11 20:10:41.875,-0.22,-0.09,-2.36,2.371940134
'2025-08-11 20:10:41.881,-0.22,-0.09,-2.36,2.371940134
'2025-08-11 20:10:41.887,-0.22,-0.09,-2.36,2.371940134
'2025-08-11 20:10:41.894,-0.22,-0.09,-2.37,2.381890006
'2025-08-11 20:10:41.902,-0.22,-0.09,-2.37,2.381890006
'2025-08-11 20:10:41.908,-0.22,-0.09,-2.37,2.381890006
'2025-08-11 20:10:41.915,-0.21,-0.09,-2.37,2.38098719
'2025-08-11 20:10:41.921,-0.21,-0.09,-2.37,2.38098719
'2025-08-11 20:10:41.928,-0.2,-0.09,-2.37,2.380126047
'2025-08-11 20:10:41.935,-0.19,-0.1,-2.37,2.379705864
'2025-08-11 20:10:41.942,-0.19,-0.1,-2.37,2.379705864
'2025-08-11 20:10:41.948,-0.18,-0.1,-2.37,2.37892833
'2025-08-11 20:10:41.954,-0.17,-0.1,-2.38,2.388158286
'2025-08-11 20:10:41.960,-0.16,-0.1,-2.38,2.387467277
'2025-08-11 20:10:41.967,-0.15,-0.1,-2.38,2.386817965
'2025-08-11 20:10:41.973,-0.14,-0.1,-2.38,2.386210385
'2025-08-11 20:10:41.980,-0.13,-0.1,-2.37,2.375668327
'2025-08-11 20:10:41.986,-0.12,-0.1,-2.37,2.375142101
'2025-08-11 20:10:41.993,-0.11,-0.1,-2.37,2.37465787
'2025-08-11 20:10:41.999,-0.1,-0.1,-2.37,2.37421566
'2025-08-11 20:10:42.005,-0.09,-0.1,-2.37,2.373815494
'2025-08-11 20:10:42.012,-0.08,-0.1,-2.37,2.373457394
'2025-08-11 20:10:42.019,-0.08,-0.1,-2.36,2.363472022
'2025-08-11 20:10:42.025,-0.07,-0.1,-2.36,2.363154671
'2025-08-11 20:10:42.031,-0.06,-0.1,-2.36,2.362879599
'2025-08-11 20:10:42.038,-0.06,-0.1,-2.37,2.372867464
'2025-08-11 20:10:42.044,-0.06,-0.1,-2.37,2.372867464
'2025-08-11 20:10:42.051,-0.05,-0.1,-2.38,2.382624603
'2025-08-11 20:10:42.058,-0.04,-0.1,-2.38,2.382435728
'2025-08-11 20:10:42.065,-0.03,-0.1,-2.38,2.382288815
'2025-08-11 20:10:42.072,-0.02,-0.1,-2.38,2.382183872
'2025-08-11 20:10:42.078,-0.01,-0.1,-2.38,2.382120904
'2025-08-11 20:10:42.089,0.02,-0.1,-2.38,2.382183872
'2025-08-11 20:10:42.097,0.03,-0.1,-2.39,2.392279248
'2025-08-11 20:10:42.106,0.04,-0.1,-2.39,2.392425547
'2025-08-11 20:10:42.113,0.05,-0.1,-2.38,2.382624603
'2025-08-11 20:10:42.119,0.07,-0.09,-2.38,2.382729527
'2025-08-11 20:10:42.125,0.08,-0.09,-2.38,2.383044272
'2025-08-11 20:10:42.132,0.09,-0.09,-2.37,2.373415261
'2025-08-11 20:10:42.139,0.1,-0.09,-2.37,2.373815494
'2025-08-11 20:10:42.145,0.11,-0.09,-2.37,2.374257779
'2025-08-11 20:10:42.151,0.12,-0.09,-2.36,2.364762144
'2025-08-11 20:10:42.158,0.13,-0.09,-2.36,2.36529068
'2025-08-11 20:10:42.164,0.13,-0.09,-2.36,2.36529068
'2025-08-11 20:10:42.170,0.14,-0.08,-2.37,2.375478899
'2025-08-11 20:10:42.177,0.15,-0.08,-2.37,2.376089224
'2025-08-11 20:10:42.184,0.15,-0.08,-2.38,2.386063704
'2025-08-11 20:10:42.190,0.16,-0.07,-2.38,2.386398961
'2025-08-11 20:10:42.197,0.17,-0.07,-2.37,2.377120106
'2025-08-11 20:10:42.203,0.17,-0.06,-2.37,2.376846651
'2025-08-11 20:10:42.210,0.18,-0.06,-2.36,2.367614834
'2025-08-11 20:10:42.216,0.18,-0.05,-2.36,2.367382521
'2025-08-11 20:10:42.222,0.2,-0.05,-2.36,2.368987125
'2025-08-11 20:10:42.230,0.21,-0.04,-2.36,2.369662423
'2025-08-11 20:10:42.236,0.21,-0.04,-2.36,2.369662423
'2025-08-11 20:10:42.242,0.22,-0.03,-2.36,2.370421903
'2025-08-11 20:10:42.249,0.23,-0.03,-2.36,2.371370912
'2025-08-11 20:10:42.255,0.24,-0.02,-2.36,2.37225631
'2025-08-11 20:10:42.261,0.25,-0.01,-2.36,2.373225653
